title,year,genres
Perfect Education 4: Secret Basement,2003,Drama
When a Man Loves a Woman,1994,"Drama,Romance"
H.P. Lovecraft's Monster Portal,2022,"Horror,Mystery,Thriller"
Gang Related,1997,"Action,Crime,Thriller"
Rebirth,2016,Thriller
My Friend's Sister 3,2019,Romance
Broken Wings,2022,Documentary
Zombies vs. Strippers,2012,"Horror,Comedy"
Dudley Do-Right,1999,"Comedy,Family,Romance"
Tour de Pharmacy,2017,"Comedy,TV Movie"
Mona Lisa and the Blood Moon,2022,"Mystery,Fantasy,Thriller,Science Fiction"
One Man Band,2005,"Animation,Comedy,Family,Music"
This Must Be the Place,2011,Drama
Stain,2022,Animation
The Snow Walker,2003,"Adventure,Drama"
Point and Kill,2022,Music
After the Storm,2016,"Drama,Family"
Wicked,2021,"Fantasy,Romance,Drama"
Gacy,2003,"Crime,Drama,Horror"
Bleed for This,2016,Drama
Case Closed: Zero the Enforcer,2018,"Animation,Crime,Mystery,Action,Drama"
The Other End of the Line,2008,"Comedy,Romance"
Nails,2017,Horror
Saint Omer,2022,Drama
Evangeline,2013,"Thriller,Horror,Fantasy"
8 Chicks,2022,Documentary
VFW,2019,"Action,Horror"
The Den,2013,"Horror,Thriller,Mystery"
I'll Take Your Dead,2018,"Horror,Crime,Drama"
Going for Gold,2018,"Drama,Family"
Chinese Erotic Ghost Story,1998,Horror
Candy Candy: The Movie,1992,"Drama,Romance"
Laid in America,2016,Comedy
Picture Perfect,1997,"Romance,Comedy"
G,2022,Drama
The Sweetest Thing,2002,"Romance,Comedy"
Humpty Sharma Ki Dulhania,2014,"Drama,Comedy,Romance"
Love Jacked,2018,"Romance,Comedy"
Don't Call Me Spinster 2,2020,"Comedy,Romance"
Marilyn Hotchkiss' Ballroom Dancing & Charm School,2005,"Drama,Romance"
Schumacher,2021,Documentary
C.S.A.: The Confederate States of America,2005,"War,Comedy,Drama"
Porky's II: The Next Day,1983,Comedy
Luxor,2021,"Romance,Drama"
Haikyuu!! Movie 4: Battle of Concepts,2017,"Animation,Comedy,Drama"
Beach Rats,2017,"Drama,Romance"
"Secretly, Greatly",2013,"Action,Drama,Comedy"
Adventures in Babysitting,2016,"TV Movie,Comedy,Family"
Te3n,2016,"Mystery,Thriller,Drama"
The Eighth Clause,2022,"Drama,Thriller"
According to Greta,2009,"Drama,Romance"
Manny,2014,"Documentary,Drama"
Rampage: Capital Punishment,2014,"Action,Crime,Thriller"
Henry V,1989,"War,Drama,History"
Martin Eden,2019,"Romance,Drama"
Hard Rain,1998,"Thriller,Crime,Action"
Bloomington,2010,"Romance,Drama"
John Dies at the End,2013,"Horror,Comedy"
Brokedown Palace,1999,Drama
"Surfer, Dude",2008,Comedy
Whatever It Takes,2000,"Drama,Comedy,Romance"
The Brothers Solomon,2007,Comedy
Deep Cover,1992,"Action,Thriller,Crime"
Alpha House,2014,Comedy
Intruder,1989,"Horror,Thriller"
Music of the Heart,1999,Drama
Ski School,1991,Comedy
Aniara,2019,"Science Fiction,Drama"
Reality.exe,2023,"Horror,Thriller,Science Fiction"
The Pallbearer,1996,"Comedy,Romance"
Dead Sexy,2001,"Thriller,Mystery,Romance"
Rocko's Modern Life: Static Cling,2019,"Animation,Comedy,TV Movie,Family"
Baby Boom,1987,"Comedy,Drama,Romance"
Three Preludes for Solo Piano By Adam Sherkin,2010,"Drama,Music"
The Mambo Kings,1992,"Drama,Music"
Siberian Education,2013,"Drama,Crime"
Karla,2006,"Crime,Drama,Thriller"
Andre,1994,"Drama,Family,Adventure"
Mr. Robot: Behind the Mask,2017,Documentary
You Will Meet a Tall Dark Stranger,2010,"Comedy,Drama,Romance"
Princess of Thieves,2001,"Adventure,TV Movie,Action"
Ponniyin Selvan: Part I,2022,"Action,Adventure,Drama"
The Sleepover,2020,"Family,Action"
Premonition,2004,Horror
Friends with Kids,2012,"Comedy,Romance"
Baby Geniuses,1999,"Science Fiction,Comedy,Family"
Alvin and the Chipmunks Meet the Wolfman,2000,"Family,Fantasy,Comedy,Animation,Music"
Big Ass Spider!,2013,Science Fiction
The Crystal Calls - Making The Dark Crystal: Age of Resistance,2019,Documentary
Air Bud: Seventh Inning Fetch,2002,"Comedy,Family"
100 Yen Love,2014,"Drama,Comedy"
American Virgin,2009,Comedy
Rebound,2005,"Comedy,Family"
Kaithi,2019,"Action,Thriller"
Night Train to Lisbon,2013,"Mystery,Romance,Thriller"
Monsters of Man,2020,Science Fiction
Ghost in the Shell Arise - Border 1: Ghost Pain,2013,"Action,Animation,Crime,Science Fiction"
Nekromantik,1988,"Drama,Horror"
No Man's Land,1987,"Action,Drama,Crime"
Towa no Quon 1: The Ephemeral Petals,2011,"Action,Animation,Science Fiction,Fantasy"
Emmanuelle 4,1984,"Drama,Romance"
The Couch Trip,1988,Comedy
Alien Abduction: Incident in Lake County,1998,"Drama,Horror,Science Fiction"
Suits,1999,Comedy
The World of Kanako,2014,"Mystery,Drama,Crime,Thriller"
Sodium Day,2022,"Comedy,Drama"
The Heavenly Kid,1985,"Fantasy,Comedy,Romance"
The Divine Move,2014,Action
24: Redemption,2008,"Action,Adventure,Crime"
Maniac Cop 2,1990,"Action,Horror,Thriller"
Natalie,2010,"Drama,Comedy,Romance"
Beyond Rangoon,1995,"Drama,Thriller"
Fierce,2020,"Comedy,Music"
While at War,2019,"Drama,History,War"
The Last Avatar,2014,"Adventure,Drama,Fantasy"
Adam,2009,"Drama,Romance"
Les Tuche 4,2021,Comedy
Harsh Times,2005,"Crime,Drama,Thriller,Action"
The Adventures of Huck Finn,1993,"Adventure,Drama,Family"
Urotsukidōji II: Legend of the Demon Womb,1991,"Animation,Fantasy,Horror"
Our Brand Is Crisis,2015,"Comedy,Drama"
My Week with Marilyn,2011,"Drama,Romance"
WWE WrestleMania XXVIII,2012,"Action,Drama"
Cronos,1993,"Drama,Horror,Thriller"
Swimfan,2002,Thriller
The Mutilator,1985,"Horror,Mystery,Thriller"
El fantasma de mi novia,2018,"Comedy,Romance,Drama"
The Whistler: Origins,2018,"Drama,Horror"
Finding Altamira,2016,"Drama,History"
Jonas Brothers Family Roast,2021,"Comedy,Music"
Dying Young,1991,"Drama,Romance"
Best Defense,1984,"Comedy,Action"
The Mercy,2018,"Drama,Adventure"
Frequently Asked Questions About Time Travel,2009,"Comedy,Drama,Romance,Science Fiction"
Happy 50,2022,Comedy
Kubi,2023,History
The Contractor,2007,"Action,Adventure,Drama,Thriller"
BTS PERMISSION TO DANCE ON STAGE,2021,"Music,Documentary"
The Bodyguard,2004,"Action,Comedy"
Our Lovers,2016,"Drama,Romance"
Grace Is Gone,2007,Drama
Mascots,2016,Comedy
Inside I'm Dancing,2004,Drama
Zygote,2017,"Horror,Science Fiction"
Scream Queen Hot Tub Party,1991,Horror
Louisiana,1984,"Drama,History,Romance"
Flypaper,2011,"Mystery,Comedy,Crime"
Our Idiot Brother,2011,"Comedy,Drama"
Go!,2020,Family
The Festival of Troubadours,2022,Drama
Anthropophagous,1980,"Horror,Thriller"
Pee Mak,2013,"Comedy,Romance,Horror"
Lupin the 3rd,2014,"Action,Adventure,Comedy"
Sweet Sex,2017,"Romance,Drama"
Macross Frontier: The Wings of Farewell,2011,"Action,Animation,Romance"
The Silence of Others,2019,Documentary
Switch,1991,"Fantasy,Comedy"
Sgt. Bilko,1996,Comedy
Los Modernos,2016,Drama
The Inhabitant,2018,Horror
Remo Williams: The Adventure Begins,1985,"Comedy,Action,Adventure,Thriller"
Dance Academy: The Movie,2017,Drama
Samurai Cop 2: Deadly Vengeance,2015,"Action,Comedy,Crime"
Chris Rock: Kill the Messenger,2008,Comedy
The Ladykillers,2004,"Comedy,Crime,Thriller"
Riphagen the Untouchable,2016,"Drama,History,Thriller"
Mind Game,2004,"Animation,Romance,Comedy,Drama,Fantasy"
Melinda and Melinda,2004,"Comedy,Drama,Romance"
The Purple Rose of Cairo,1985,"Fantasy,Comedy,Romance"
Running with Scissors,2006,"Drama,Comedy"
SeaFood,2011,"Animation,Comedy,Family,Adventure"
The Last Victim,2022,"Mystery,Thriller,Crime,Western,Action"
Tag,2015,"Action,Fantasy,Horror"
Atrocious,2010,"Horror,Thriller"
McQueen,2018,Documentary
Me and Earl and the Dying Girl,2015,"Drama,Comedy"
Housesitter,1992,"Comedy,Romance"
For Love or Money,1993,"Comedy,Romance"
Outsiders,2022,"Thriller,Science Fiction,Mystery"
The Contender,2000,"Drama,Thriller"
Running Out of Time,1999,"Drama,Action,Thriller,Crime"
Rehearsal,1995,Romance
10th & Wolf,2006,"Action,Crime,Drama,Mystery,Thriller"
The Head Hunter,2019,"Horror,Fantasy"
Oliver Twist,2005,"Crime,Drama,Family"
The Girl King,2015,"Drama,History,Romance"
Anna and the King,1999,"Drama,Romance,History"
The Legend II,1993,"Action,Adventure,Comedy"
Crash Pad,2017,Comedy
Jetsons: The Movie,1990,"Animation,Comedy,Family,Science Fiction"
Samsara,2001,"Adventure,Drama,Romance"
Standoff,2016,"Thriller,Drama"
R2B: Return to Base,2012,"Action,Drama,Romance"
Absolution,2015,"Action,Thriller,Adventure,Crime"
Honeymoon,2014,"Horror,Science Fiction"
People Like Us,2012,Drama
Splinter,2008,"Horror,Thriller"
The End of the Affair,1999,"Romance,Drama"
Iron Jawed Angels,2004,"Drama,TV Movie"
Indie Game: The Movie,2012,Documentary
The Good House,2022,"Drama,Comedy"
From Rocky to Creed: The Legacy Continues,2015,Documentary
Contra,2020,Comedy
Behind Enemy Lines II: Axis of Evil,2006,"Action,Adventure,Thriller"
Men Vs Women,2010,Comedy
The Kingdom,1994,"TV Movie,Mystery,Fantasy,Horror,Comedy,Drama,Thriller"
Carrie Pilby,2017,"Comedy,Drama"
Hellbender,2021,Horror
Parallel,2018,"Science Fiction,Fantasy"
My Bodyguard,1980,"Comedy,Drama,Family"
Shadowlands,1993,"Drama,Romance"
The Man with the Answers,2021,"Drama,Romance"
Bornless Ones,2016,"Horror,Mystery,Thriller"
Striking Distance,1993,"Crime,Action,Mystery,Thriller"
Sultan,2016,"Drama,Action"
Lovestruck: The Musical,2013,"Comedy,Fantasy,Romance,Music,TV Movie"
A Dirty Carnival,2006,"Crime,Drama,Action"
Closet Monster,2016,Drama
Eighth Grade,2018,"Comedy,Drama"
Death of a Salesman,1985,"Drama,TV Movie"
Best of the Best 2,1993,"Action,Thriller"
Night of the Pencils,1986,Drama
The Keeper,2009,"Action,Thriller"
Bloodline,2019,"Thriller,Crime,Horror"
Killer Toon,2013,"Horror,Thriller"
Mobsters,1991,"Action,Crime,Drama,Thriller"
Runt,2021,Drama
Godzilla vs. Megaguirus,2000,"Action,Adventure,Science Fiction,Horror"
From Prada to Nada,2011,"Comedy,Drama,Romance"
Waxwork,1988,"Horror,Comedy"
Best F(r)iends: Volume 1,2017,"Comedy,Drama,Thriller"
Monster,2021,"Drama,Crime"
Tutti per 1 - 1 per tutti,2020,"TV Movie,Adventure,Comedy"
Babysitter's Black Book,2015,"Drama,TV Movie"
Private Life,2018,"Drama,Comedy"
Jersey,2022,Drama
Fatima,2020,Drama
Soul Mates,2023,Drama
Daughters of Eve,1985,"Horror,Drama,Crime"
The Tale,2018,"Drama,TV Movie"
A Nanny for Christmas,2010,"Comedy,Family,TV Movie"
"I, Daniel Blake",2016,Drama
HIT: The 2nd Case,2022,"Crime,Thriller,Action"
The Valet,2006,Comedy
Fast Food Nation,2006,"Drama,Comedy"
Chain Letter,2010,"Horror,Thriller"
Never Talk to Strangers,1995,"Thriller,Romance"
Forks Over Knives,2011,Documentary
Tokyo!,2008,"Comedy,Drama,Fantasy"
Broken,2012,Drama
Oggy and the Cockroaches: The Movie,2013,"Animation,Comedy,Family"
Numb,2007,"Comedy,Drama,Romance"
Wheely,2018,"Family,Animation,Adventure,Comedy"
The Wife on Vacation... The Lover in Town,1980,Comedy
Anatomy,2000,"Horror,Thriller"
The Nutcracker Prince,1990,"Animation,Family"
Coco Chanel & Igor Stravinsky,2009,"Drama,Romance"
Gun City,2018,"Drama,Crime,Thriller"
Pusher,2012,"Crime,Thriller"
Treasure Buddies,2012,"Adventure,Family"
College Road Trip,2008,"Comedy,Family,Action,Adventure"
Lucky,2017,Drama
Where Am I Going?,2016,Comedy
Arn: The Kingdom at Road's End,2008,"Action,Adventure,Drama,History"
Candyman: Day of the Dead,1999,"Horror,Thriller"
The Minimalists: Less Is Now,2021,Documentary
The Indian Runner,1991,Drama
Love on the Sidelines,2016,"TV Movie,Romance,Comedy"
Poetry,2010,Drama
The Maid,2020,"Horror,Thriller,Mystery,Drama"
Belle and Sebastian: Next Generation,2022,"Family,Adventure"
Erik the Viking,1989,"Adventure,Fantasy,Comedy"
Chasing Coral,2017,Documentary
The Bride with White Hair,1993,"Fantasy,Drama,Action"
Timmy Failure: Mistakes Were Made,2020,"Family,Mystery,Comedy,Fantasy"
One Small Hitch,2013,"Romance,Comedy"
The Exterminating Angels,2006,"Drama,Fantasy"
WHAT DID JACK DO?,2017,"Crime,Comedy"
Winged Creatures,2008,"Crime,Drama"
Say It Isn't So,2001,"Comedy,Romance"
5 to 7,2014,"Comedy,Romance"
Prime Time,2021,"Drama,Thriller"
Dark Tide,2012,"Thriller,Adventure,Drama"
Sidekicks,1992,"Action,Adventure,Drama,Family"
Heaven's Gate,1980,"Drama,Western"
Bagdad Cafe,1987,"Comedy,Drama"
Family Guy Presents: It's a Trap!,2010,"Animation,Comedy,Science Fiction"
Montage,2013,"Thriller,Drama"
Gintama: The Movie,2010,"Action,Comedy,Science Fiction,Animation"
Family Guy Presents: Blue Harvest,2008,"Comedy,TV Movie,Animation"
The Bar,2017,"Horror,Thriller,Comedy"
Opening Night,2016,"Comedy,Music"
Most Beautiful Island,2017,"Drama,Thriller,Horror"
The Good German,2006,"Drama,War,Thriller,Mystery"
"Tulipani: Love, Honour and a Bicycle",2017,"Drama,Comedy"
Burnout 2,2016,"Comedy,Action"
Once,2007,"Drama,Music,Romance"
Kingdom 2: Far and Away,2022,"Action,Adventure,History,Drama"
The Straight Story,1999,Drama
Catacombs,2007,"Horror,Thriller"
Willard,2003,"Horror,Drama,Thriller"
Margot at the Wedding,2007,"Comedy,Drama"
Imperial Dreams,2014,Drama
The Connection,2014,"Action,Crime,Thriller"
Impetigore,2019,"Horror,Thriller,Mystery"
Venus,2006,"Comedy,Drama,Romance"
Collision Earth,2011,"Action,Science Fiction,TV Movie"
Zoe,2018,"Science Fiction,Romance,Thriller"
The Windmill Massacre,2016,"Drama,Horror"
My Mistress,2014,"Romance,Drama"
Charlotte Gray,2001,"Drama,History,Romance,War"
Unrest,2006,"Horror,Mystery"
Mobile Suit Gundam Narrative,2018,"Animation,Science Fiction,Action"
Soft & Quiet,2022,"Drama,Horror,Mystery,Thriller"
Bottle Rocket,1994,"Comedy,Crime"
Butterfly on a Wheel,2007,"Crime,Drama,Thriller"
The Secret of Arkandias,2014,"Fantasy,Comedy,Adventure"
Flight 93,2006,"Drama,Thriller,TV Movie"
The Minimalists: Less Is Now,2021,Documentary
Corky Romano,2001,"Action,Comedy,Crime"
Raped by an Angel 3: Sexual Fantasy of the Chief Executive,1998,Thriller
Hall,2020,"Horror,Thriller"
Extract,2009,Comedy
A Glitch in the Matrix,2021,Documentary
Slayers Return,1996,"Animation,Adventure,Comedy,Fantasy"
The Toxic Avenger,1984,"Comedy,Horror,Science Fiction"
Mujeres infieles,1995,Drama
Drake & Josh Go Hollywood,2006,"TV Movie,Family,Comedy,Adventure"
The Master,1992,Action
Who's Your Daddy?,2004,Comedy
Cheech & Chong's Next Movie,1980,"Action,Adventure,Comedy"
Rise of the Zombies,2012,"Action,Horror,Thriller"
My Sassy Girl,2024,"Comedy,Romance,Drama"
Che: Part Two,2008,"Drama,History,War"
My Little Pony: Best Gift Ever,2018,"Animation,Comedy,Fantasy,Music"
Microhabitat,2018,"Drama,Romance"
Lies,1999,Drama
Shanghai Triad,1995,"Drama,Crime"
Leo Da Vinci: Mission Mona Lisa,2018,"Animation,Adventure,Family"
House II: The Second Story,1987,"Fantasy,Horror,Comedy"
Untraceable,2008,Thriller
Leaving,2009,"Drama,Romance"
Ek Tha Tiger,2012,"Action,Romance,Thriller"
The Ferpect Crime,2004,"Comedy,Thriller"
Collision Course,1989,"Action,Comedy,Crime"
Get Duked!,2019,"Comedy,Action,Horror"
Deadly Pickup,2016,Thriller
Kiss of the Damned,2012,"Thriller,Horror,Romance"
28 Days,2000,"Comedy,Drama"
Heartbeats,2017,"Music,Romance,Drama"
Ajeeb Daastaans,2021,"Drama,Romance"
The Super Dimension Fortress Macross: Flash Back 2012,1987,"Animation,Science Fiction,Music"
Bloodsucking Bastards,2015,"Comedy,Horror"
He Never Died,2015,"Comedy,Drama,Fantasy,Horror"
Dark Seduction,2010,"Drama,Thriller,Romance"
Killing Cabos,2004,"Comedy,Action,Crime"
Already Tomorrow in Hong Kong,2016,Romance
Splitting Adam,2015,"Comedy,Family,Science Fiction,TV Movie"
Semi-Pro,2008,Comedy
Beginner's Guide to Sex,2015,Comedy
"Turu, the Wacky Hen",2020,"Family,Animation,Music,Adventure"
"Bob Ross: Happy Accidents, Betrayal & Greed",2021,Documentary
The Angel,2018,"Action,Drama,History,Thriller,War"
American Guinea Pig: The Song of Solomon,2017,Horror
Macross Δ the Movie: Passionate Walküre,2018,"Animation,Action,Drama,Science Fiction,War,Romance,Music"
And the Band Played On,1993,"Drama,TV Movie"
9/11,2017,"Drama,Thriller"
Riders,2002,"Crime,Action,Thriller"
Biohazard 4: Incubate,2006,"Horror,Action,Animation"
We Have Always Lived in the Castle,2019,"Mystery,Thriller,Horror"
The Purity of Vengeance,2018,"Crime,Thriller,Mystery,Drama"
Body Cam,2020,"Horror,Thriller,Mystery"
Do Aur Do Pyaar,2024,"Romance,Comedy,Drama"
Warning,2021,Science Fiction
Loveless,2017,Drama
11.6,2013,"Thriller,Drama"
Cocktail,2012,"Romance,Drama,Comedy"
Last Night,2010,"Drama,Romance"
Fate/kaleid liner Prisma☆Illya: Prisma☆Phantasm,2019,"Comedy,Animation"
Evils of the Night,1985,"Horror,Science Fiction,Thriller,Mystery"
My Cousin Rachel,2017,"Drama,Romance"
The Bang Bang Club,2011,"Drama,History"
The Fantastic Four,1994,"Action,Science Fiction,Adventure"
Vive la France,2013,Comedy
El día de los albañiles 3,1987,Comedy
UHF,1989,Comedy
There's Always Woodstock,2014,"Romance,Comedy,Music"
Texas Rangers,2001,"Western,Action"
Pinball: The Man Who Saved the Game,2023,"Comedy,Drama,History"
Book of Blood,2009,"Horror,Drama,Mystery,Thriller"
Death to 2021,2021,Comedy
W.,2008,"Drama,History"
Grace of Monaco,2014,"Romance,Drama"
Of an Age,2023,"Drama,Romance"
JCVD,2008,"Drama,Action,Comedy,Crime"
Bessie,2015,"Drama,Music,TV Movie"
Merchant Ivory,2023,Documentary
Realms,2017,"Horror,Mystery"
Mr. Malcolm's List,2022,"Comedy,Drama,Romance"
The Blue Skies at Your Feet,2022,"Romance,Drama"
Cross the Line,2020,"Thriller,Crime"
And So It Goes,2014,"Comedy,Drama,Romance"
Waking the Dead,2000,"Mystery,Drama,Romance"
C.S. Lewis: Dreamer of Narnia,2006,Documentary
Strike Witches the Movie,2012,"Animation,Action,Fantasy"
Our Souls at Night,2017,"Romance,Drama"
The Story of Lady Sue,1992,Horror
The Land Before Time IV: Journey Through the Mists,1996,"Adventure,Animation,Comedy,Family"
Elizabeth,1998,"Drama,History"
Cat Run,2011,"Action,Comedy,Thriller"
The Final Cut,2004,"Drama,Mystery,Science Fiction,Thriller"
Apostle,2018,"Horror,Mystery,Thriller,Drama"
My Life,1993,"Drama,Romance"
The Commitments,1991,"Comedy,Drama,Music"
Larry Crowne,2011,"Comedy,Romance,Drama"
Scooby-Doo! Mecha Mutt Menace,2013,"Family,Comedy,Mystery,Animation"
The Swan Princess: A Royal Myztery,2018,"Family,Animation,Adventure,Comedy"
Marebito,2004,Horror
Jumpin' Jack Flash,1986,"Romance,Comedy,Thriller"
Brittany Runs a Marathon,2019,"Comedy,Drama"
Kim Possible: A Sitch In Time,2003,"TV Movie,Action,Adventure,Animation,Family"
A Good Old Fashioned Orgy,2011,Comedy
The September Issue,2009,Documentary
Good Girlfriend,2018,Romance
Sorority Boys,2002,Comedy
Digimon Adventure: Our War Game,2000,"Adventure,Animation"
Compadres,2016,"Action,Comedy"
A Demon Within,2017,"Horror,Drama,Romance"
See No Evil 2,2014,Horror
Pirates of the Caribbean: Tales of the Code: Wedlocked,2011,"Adventure,Action,Fantasy"
Letters from a Killer,1998,"Drama,Mystery,Thriller"
Deerskin,2019,"Comedy,Horror"
Diana: In Her Own Words,2017,Documentary
Kira & El Gen,2022,"Drama,History,Action"
It Came from the Desert,2017,"Horror,Action,Comedy"
Howling II: Stirba - Werewolf Bitch,1985,"Thriller,Horror"
Nazi Overlord,2018,"Action,Horror,Mystery"
Spun,2002,"Comedy,Crime,Drama"
How to Talk to Girls at Parties,2017,"Comedy,Music,Romance,Science Fiction"
House Arrest,1996,"Comedy,Family"
All Summers End,2017,"Drama,Romance"
Battle Beyond the Stars,1980,"Science Fiction,Action,Adventure"
Witches in the Woods,2019,"Horror,Mystery,Thriller"
Finding Steve McQueen,2019,"Crime,Thriller"
The Legacy of the Bones,2019,"Thriller,Crime"
The House of the Devil,2009,"Horror,Mystery"
Mixed by Erry,2023,Comedy
Fever Pitch,2005,"Comedy,Drama,Romance"
Holy Camp!,2017,"Comedy,Romance"
Maps to the Stars,2014,Drama
Something Wicked This Way Comes,1983,"Fantasy,Mystery,Horror"
Love Live! The School Idol Movie,2015,"Animation,Music,Comedy"
From the Land of the Moon,2016,"Drama,Romance"
Operações Especiais,2015,"Action,Thriller,Crime"
Nirvana,1997,"Science Fiction,Thriller,Action,Drama"
Walang KaParis,2023,"Romance,Drama"
We Don't Belong Here,2017,"Drama,Family"
Repo Man,1984,"Comedy,Science Fiction"
Harbinger Down,2015,"Horror,Science Fiction"
Pinocchio 3000,2004,"Animation,Family,Fantasy,Science Fiction"
The Student,1988,Romance
American Honey,2016,Drama
Jinn,2014,Thriller
Bushwhacked,1995,"Adventure,Family,Comedy,Action"
Christmas at the Plaza,2019,"Romance,TV Movie"
10 Minutes Gone,2019,"Crime,Action,Thriller,Mystery"
Borg vs McEnroe,2017,"Drama,History"
Water Drops on Burning Rocks,2000,"Drama,Romance,Comedy"
Elvis & Nixon,2016,"Drama,Comedy,History"
Next Door,2005,"Horror,Mystery,Thriller"
America's Sweethearts,2001,"Comedy,Romance"
Down and Out in Beverly Hills,1986,Comedy
Appleseed Alpha,2014,"Animation,Science Fiction,Action"
Angel Is Dead,2017,"Drama,Romance"
The Lost Battalion,2001,"History,Drama,War,TV Movie"
The Lady in the Van,2015,"Comedy,Drama"
Small Town Crime,2018,"Thriller,Crime,Mystery"
The Innocent,2022,"Drama,Romance,Comedy"
The Judge and the Girl,1995,Drama
Laws of Attraction,2004,"Comedy,Romance"
The Nines,2007,"Drama,Fantasy"
Red Snow,2021,"Horror,Comedy"
Good Manners,2017,"Fantasy,Horror,Music,Drama"
Fatherland,1994,"Drama,Thriller,Action"
The Icebreaker,2016,"Action,Adventure,Drama"
Rabbit-Proof Fence,2002,"Adventure,Drama,History"
Jism,2003,Thriller
Naked Poison,2000,"Horror,Thriller"
Dogman,2018,"Crime,Drama,Thriller"
The Cotton Club,1984,"Crime,Drama"
Sky Fighters,2005,"Action,Adventure"
Mezzo Forte,2000,"Animation,Action,Thriller"
New in Town,2009,"Comedy,Romance"
Swapping: Perfect Neighbor,2019,Romance
City on Fire,1987,"Crime,Thriller,Action,Drama"
Paradise,1982,"Romance,Adventure"
I'm Gonna Git You Sucka,1988,"Comedy,Action,Crime"
XX,2017,Horror
Halloweentown II: Kalabar's Revenge,2001,"Adventure,Family,Fantasy,TV Movie"
Safety,2020,"Family,Drama,History"
Who Killed the Electric Car?,2006,Documentary
A Family,2021,"Crime,Drama"
Black Butler: Book of the Atlantic,2017,"Animation,Action,Comedy,Fantasy"
Macho Caponata,2019,Drama
BloodRayne: The Third Reich,2010,"Action,Adventure,Fantasy,Horror"
Passion,2012,"Thriller,Drama,Crime,Mystery"
The Plague Dogs,1982,"Adventure,Animation,Drama"
Higher Power,2018,"Science Fiction,Action,Thriller"
Office Uprising,2018,"Comedy,Horror,Action"
Romasanta: The Werewolf Hunt,2004,"Action,Horror"
Lo siniestro,2009,Horror
Caligula: The Untold Story,1982,"Drama,History,Horror"
Searching for Sugar Man,2012,"Music,Documentary"
The Lost King,2022,"Drama,Comedy"
15 Minutes of War,2019,"War,Action,Drama,History"
Flower & Snake,2004,"Drama,Romance,Thriller,Horror,Mystery"
The Sure Thing,1985,"Comedy,Romance"
A History of Sex,2003,Documentary
The Silenced,2015,"Horror,Thriller,Mystery"
Jogira Sara Ra Ra,2023,"Romance,Comedy"
Needle in a Timestack,2021,"Drama,Romance,Science Fiction"
Dragon Ball: Goku's Fire Brigade,1988,Animation
Fight For Love,2020,Comedy
Bachna Ae Haseeno,2008,"Drama,Comedy,Romance"
Must Love Dogs,2005,"Romance,Comedy"
The Boost,1988,"Drama,Romance"
Painless,2017,"Thriller,Drama"
The Assent,2020,"Horror,Thriller"
Pooh's Heffalump Halloween Movie,2005,"Animation,Family"
I Married a Dumbass,2016,"Comedy,Romance"
For Those in Peril,2013,Drama
Chapter 27,2007,Drama
Misbehaviour,2020,"Drama,History,Comedy"
Mostly Ghostly 3: One Night in Doom House,2016,"Family,Fantasy,Horror"
Soapdish,1991,Comedy
Johnny Handsome,1989,"Crime,Drama"
Old Man,2022,"Thriller,Horror"
The Trial of the Incredible Hulk,1989,"Adventure,Fantasy,Drama,Action,Science Fiction,TV Movie"
She's Out of Control,1989,"Comedy,Romance"
Simple Simon,2010,"Comedy,Drama"
Hostile Territory,2022,"Western,Action,Drama,History"
Julius Caesar,2002,"War,Drama,History"
Once a Thief,1991,"Action,Comedy,Thriller,Crime"
Excision,2012,"Drama,Horror"
Welcome to the South,2010,Comedy
Atlantic City,1980,"Crime,Drama,Romance"
Where the Water Runs,2024,Drama
Salma's Big Wish,2019,"Animation,Family,Fantasy"
On Guard,1997,"Adventure,Action,Drama"
True History of the Kelly Gang,2019,"Crime,Drama,Western,Thriller"
Catastrópico,2017,"Action,Adventure,Comedy"
The Vault,2017,"Horror,Thriller"
Dead Leaves,2004,"Animation,Comedy,Crime,Science Fiction"
A Company Man,2012,"Drama,Action"
Dracula 3000,2004,"Horror,Science Fiction"
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,1982,"Animation,Comedy,Family"
An Inconvenient Sequel: Truth to Power,2017,Documentary
Children of the Corn: Revelation,2001,Horror
El encanto,2020,Drama
Neerja,2016,"Drama,Thriller"
Good Kids,2016,Comedy
Satanic,2016,"Horror,Mystery,Thriller"
Factory Girl,2006,"Drama,History"
All About My Mother,1999,"Comedy,Drama"
Death Hunt,1981,"Action,Western,Adventure"
Ragtime,1981,"Drama,History"
Against the Ropes,2004,"Romance,Drama"
Forgive Us Our Trespasses,2022,"Drama,War"
The Second Jungle Book: Mowgli & Baloo,1997,"Adventure,Family"
What the Waters Left Behind,2017,Horror
Dark Encounter,2019,"Science Fiction,Thriller,Horror"
While She Was Out,2008,"Drama,Horror,Thriller"
Plan 75,2022,"Drama,Science Fiction"
Tom and Huck,1995,"Family,Action,Adventure,Drama"
Super Size Me,2004,Documentary
Pretty Young Sister 3,2020,"Drama,Romance"
MacGruber,2010,"Action,Comedy"
Love Between Teachers and Students,2018,Romance
Bait,2012,"Action,Horror,Thriller"
Crooklyn,1994,"Comedy,Drama"
No,2012,"Drama,History"
The 11th Hour,2007,Documentary
The Evil Within,2017,Horror
800,2023,Drama
Invitation to Hell,1984,"Horror,Mystery,Science Fiction,TV Movie"
El cantante,2006,"History,Drama,Music"
